Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
underweight,omnivore,female,moderate,twice a day,wood,walk,diesel,small,never,15,6,494,9.92,874,1.36
overweight,omnivore,female,low,twice a day,electricity,bike,hybrid,extra large,rarely,7,5,526,6.05,616,1.88
athletic,vegan,male,low,frequently,gas,walk,hybrid,large,frequently,0,6,423,9.71,4420,6.65
underweight,pescetarian,male,moderate,rarely,gas,public,electric,medium,rarely,16,2,98,5.29,3919,3.47
average,pescetarian,male,low,daily,electricity,walk,electric,medium,frequently,18,5,381,0.71,2062,2.28
athletic,vegetarian,other,low,twice a day,gas,private,diesel,extra large,rarely,19,4,594,2.64,3420,1.45
athletic,vegetarian,male,high,daily,wood,public,electric,medium,never,12,5,328,3.64,2183,8.24
average,vegetarian,male,moderate,rarely,electricity,bike,diesel,small,rarely,14,1,230,5.29,4195,6.7
overweight,vegan,female,high,frequently,electricity,bike,hybrid,medium,never,12,6,342,5.69,1236,1.29
average,omnivore,male,low,frequently,solar,public,diesel,large,rarely,2,4,270,11.71,1566,6.7
athletic,vegetarian,male,moderate,frequently,gas,private,electric,small,never,15,3,533,5.7,2780,1.93
average,omnivore,male,low,daily,electricity,walk,diesel,extra large,never,8,2,54,4.46,486,3.95
underweight,omnivore,female,low,daily,electricity,hybrid,electric,extra large,never,18,7,524,4.33,2721,6.94
average,omnivore,male,moderate,rarely,electricity,bike,hybrid,medium,never,7,7,519,10.63,4089,3.56
athletic,vegan,male,low,daily,gas,private,petrol,small,never,7,7,254,4.62,2041,7.82
average,vegan,other,high,frequently,electricity,private,hybrid,small,rarely,13,5,465,9.42,835,5.67
overweight,vegan,other,moderate,twice a day,electricity,private,electric,small,rarely,18,4,491,2.99,3733,3.24
average,vegan,other,low,twice a day,wood,walk,diesel,medium,rarely,12,1,89,5.15,219,6.01
overweight,vegetarian,other,low,twice a day,wood,private,electric,medium,frequently,2,1,406,6.89,2104,1.31
underweight,pescetarian,female,low,frequently,solar,private,electric,extra large,never,4,7,183,6.77,848,4.95
overweight,pescetarian,other,moderate,daily,electricity,public,petrol,large,frequently,7,3,140,6.95,3192,3.93
average,pescetarian,male,high,twice a day,gas,public,diesel,small,never,5,7,246,8.9,1335,4.77
athletic,vegetarian,other,low,daily,solar,private,electric,medium,never,4,2,298,6.12,860,6.5
overweight,pescetarian,female,low,daily,solar,private,hybrid,medium,rarely,11,7,388,2.2,3161,4.81
underweight,vegetarian,other,low,frequently,solar,public,hybrid,large,frequently,5,1,355,6.97,1916,5.99
overweight,vegetarian,other,moderate,daily,electricity,walk,electric,medium,never,7,2,473,3.58,4512,2
overweight,vegetarian,female,low,daily,solar,public,electric,medium,rarely,6,7,562,3.61,834,3.79
overweight,pescetarian,female,low,frequently,gas,public,electric,medium,frequently,13,4,187,1.54,4391,4.8
underweight,omnivore,female,low,rarely,wood,public,electric,small,frequently,8,5,354,10.92,283,1.48
average,pescetarian,female,moderate,twice a day,wood,public,hybrid,large,never,16,3,63,0.78,541,9.54
overweight,pescetarian,female,high,twice a day,electricity,hybrid,petrol,extra large,never,18,1,95,0.45,4140,9.15
overweight,vegan,female,moderate,daily,gas,bike,electric,large,rarely,5,5,163,8.7,3688,4
athletic,vegetarian,male,high,rarely,gas,walk,diesel,large,frequently,18,1,196,8.46,4981,6.65
underweight,omnivore,other,high,frequently,gas,walk,petrol,extra large,frequently,17,3,291,4.21,644,5.26
overweight,vegan,other,moderate,daily,electricity,private,hybrid,extra large,never,0,1,578,8.89,1904,6.06
underweight,omnivore,female,low,frequently,gas,hybrid,electric,medium,rarely,4,3,259,5.85,2900,2.09
overweight,omnivore,female,high,twice a day,wood,private,electric,medium,frequently,12,5,281,8.74,3272,5.88
average,vegetarian,male,low,frequently,gas,walk,electric,medium,never,10,4,419,6.55,4645,3.28
average,pescetarian,male,high,twice a day,gas,walk,electric,small,frequently,8,3,506,8.79,1231,6.5
overweight,vegetarian,female,low,frequently,electricity,private,diesel,small,frequently,9,4,242,9.27,3951,7.91
average,vegetarian,male,low,frequently,solar,bike,electric,large,frequently,19,2,119,3.4,2752,9.12
overweight,vegan,male,moderate,rarely,solar,private,hybrid,small,rarely,18,5,343,4.62,3858,1.3
average,vegetarian,female,low,frequently,electricity,bike,diesel,small,rarely,1,7,194,6.05,1555,5.71
athletic,pescetarian,female,high,daily,electricity,bike,petrol,extra large,rarely,7,3,174,2.29,1914,4.67
athletic,omnivore,female,low,rarely,electricity,public,petrol,medium,rarely,17,7,425,11.64,3211,3.02
athletic,vegetarian,female,low,daily,electricity,walk,petrol,extra large,frequently,17,5,195,11.09,1375,3.38
underweight,omnivore,other,low,frequently,gas,public,electric,medium,rarely,1,6,287,9.32,1752,8.41
underweight,vegetarian,other,high,frequently,gas,walk,petrol,large,never,14,4,184,2.38,3048,7.64
athletic,omnivore,female,high,rarely,solar,public,diesel,extra large,never,16,4,468,5.44,3591,9.13
underweight,vegetarian,male,high,twice a day,electricity,bike,diesel,medium,never,14,5,221,11.13,4346,8.06
average,vegan,female,low,rarely,electricity,public,petrol,extra large,never,19,5,344,7.35,2163,1.51
overweight,omnivore,other,moderate,twice a day,gas,hybrid,petrol,extra large,never,14,6,572,4.63,1644,2
overweight,vegetarian,male,high,twice a day,electricity,public,diesel,medium,never,12,4,174,1.1,171,7.11
overweight,vegetarian,other,low,frequently,wood,public,hybrid,small,frequently,17,6,315,1.2,4404,6.93
athletic,vegan,female,high,daily,gas,public,petrol,extra large,rarely,14,6,177,8.14,230,9.03
underweight,vegan,other,moderate,rarely,wood,hybrid,diesel,large,never,17,5,403,3.74,958,5.74
average,vegan,other,low,rarely,gas,walk,petrol,small,never,18,6,125,5.96,3903,6.18
average,omnivore,other,high,frequently,gas,public,diesel,extra large,rarely,17,4,442,9.02,711,5.7
athletic,omnivore,male,high,frequently,gas,walk,electric,large,rarely,14,2,407,2.19,1120,7.11
average,vegan,other,moderate,rarely,solar,private,petrol,large,frequently,9,4,57,0.93,3838,4.56
average,pescetarian,male,high,rarely,solar,bike,petrol,medium,never,15,6,70,4.52,883,6.52
average,pescetarian,female,low,daily,gas,private,hybrid,small,never,8,1,257,1.95,1778,5.42
average,vegetarian,female,low,frequently,gas,hybrid,hybrid,small,never,1,4,146,6.12,683,9.51
underweight,pescetarian,other,moderate,daily,gas,hybrid,hybrid,medium,frequently,12,2,311,6.63,1098,4.77
average,vegetarian,male,moderate,frequently,gas,walk,hybrid,extra large,rarely,0,4,108,1.33,3860,2.15
overweight,omnivore,female,moderate,frequently,electricity,walk,petrol,extra large,frequently,7,5,584,9.51,543,8.4
athletic,omnivore,male,low,daily,electricity,public,petrol,large,frequently,5,6,378,0.28,2019,5.54
underweight,pescetarian,male,moderate,twice a day,electricity,private,hybrid,large,never,18,2,508,4.13,3579,2.45
average,omnivore,other,high,twice a day,solar,walk,hybrid,large,rarely,18,7,445,0.56,296,9.35
underweight,vegan,other,high,twice a day,wood,walk,petrol,large,never,1,3,234,8.49,169,2.1
average,vegan,male,low,frequently,gas,walk,electric,medium,frequently,17,4,372,10.54,3452,1.62
overweight,pescetarian,male,high,daily,electricity,bike,diesel,extra large,frequently,17,5,423,4.18,3330,3.41
athletic,pescetarian,other,moderate,twice a day,electricity,walk,hybrid,large,rarely,14,3,265,3.94,102,6.89
average,vegetarian,male,high,rarely,electricity,bike,diesel,small,rarely,15,3,79,8.33,3863,2.01
average,omnivore,other,moderate,twice a day,gas,hybrid,electric,large,rarely,12,3,304,10.46,309,9.71
average,vegetarian,male,high,daily,gas,public,electric,large,never,4,1,332,10.65,1187,5.82
average,vegetarian,other,low,frequently,wood,private,electric,extra large,frequently,17,6,526,7.01,4516,6.16
athletic,vegan,male,moderate,daily,solar,walk,petrol,large,rarely,4,5,429,7.13,1238,9.55
athletic,vegan,other,high,frequently,wood,bike,diesel,medium,rarely,15,7,591,7.43,2075,5.21
overweight,vegan,male,low,daily,gas,walk,electric,extra large,rarely,5,1,232,6.1,1890,7.26
athletic,vegan,female,high,daily,wood,walk,hybrid,extra large,never,6,5,200,6.37,1419,1.32
average,vegetarian,female,low,rarely,electricity,bike,electric,large,never,0,5,342,1.14,2436,1.33
overweight,vegan,male,high,twice a day,wood,walk,hybrid,medium,never,7,6,269,11.79,2642,7.69
overweight,omnivore,female,moderate,twice a day,electricity,private,hybrid,extra large,never,6,2,484,0.74,1851,9.44
overweight,vegan,male,moderate,daily,wood,hybrid,electric,small,rarely,6,3,398,5.76,2898,7.51
average,vegan,male,moderate,twice a day,electricity,public,hybrid,large,frequently,6,4,541,9.42,2642,2.39
underweight,vegan,female,moderate,rarely,wood,walk,hybrid,extra large,frequently,0,2,413,7,4778,8.45
average,pescetarian,male,moderate,daily,solar,bike,petrol,large,rarely,11,4,542,1.15,3524,6.33
athletic,omnivore,other,high,twice a day,wood,private,diesel,small,frequently,10,7,342,6.67,4391,1.59
athletic,omnivore,male,high,twice a day,gas,walk,petrol,large,never,15,6,560,10.86,2694,4.48
average,vegetarian,male,high,frequently,gas,hybrid,petrol,large,never,0,3,592,7.46,4936,7.97
average,vegetarian,female,high,twice a day,electricity,hybrid,petrol,medium,never,5,5,202,9.35,2807,2.86
overweight,vegan,other,moderate,twice a day,gas,bike,diesel,medium,rarely,4,7,506,5.55,143,8.41
average,pescetarian,male,low,frequently,electricity,walk,diesel,small,never,11,6,202,3.75,4108,6.17
overweight,vegetarian,male,moderate,daily,solar,walk,electric,medium,never,16,7,410,2.4,2026,5.06
athletic,vegetarian,male,high,daily,gas,walk,petrol,extra large,never,12,2,335,10.19,449,1.02
overweight,vegan,male,moderate,rarely,gas,hybrid,diesel,medium,frequently,4,1,453,8.48,4985,3.34
average,vegan,male,moderate,frequently,electricity,walk,electric,extra large,rarely,14,5,328,2.13,2414,8.37
athletic,vegetarian,male,moderate,daily,solar,walk,petrol,small,rarely,1,6,176,6.62,1648,1.96
underweight,vegetarian,other,low,twice a day,solar,walk,petrol,small,rarely,1,7,434,8.52,634,5.58
overweight,omnivore,other,moderate,twice a day,wood,walk,hybrid,large,frequently,19,1,192,6.82,4269,1.28
athletic,pescetarian,male,moderate,twice a day,electricity,bike,diesel,extra large,never,15,7,70,11.39,4596,3.34
overweight,omnivore,male,low,rarely,electricity,hybrid,hybrid,large,rarely,11,5,335,2.22,3858,2.49
athletic,vegetarian,female,moderate,daily,solar,public,petrol,large,rarely,3,5,304,8.57,4161,4.75
athletic,omnivore,other,moderate,frequently,electricity,bike,petrol,large,never,8,3,572,7.4,4729,6.36
overweight,omnivore,other,moderate,daily,gas,walk,petrol,extra large,never,11,2,163,11.03,3767,4.95
underweight,vegetarian,male,moderate,frequently,gas,public,electric,medium,frequently,1,6,267,10.35,3049,8.39
athletic,vegan,other,moderate,frequently,gas,private,hybrid,extra large,rarely,7,6,288,7.78,3581,2.53
athletic,vegetarian,other,high,daily,electricity,public,hybrid,medium,rarely,13,6,594,5.23,1810,6.57
athletic,vegan,female,moderate,twice a day,wood,bike,petrol,extra large,rarely,10,7,531,1.97,4005,8.73
underweight,vegetarian,female,low,twice a day,wood,hybrid,hybrid,small,frequently,7,4,114,9.63,2911,6.4
underweight,vegetarian,other,moderate,frequently,solar,bike,petrol,small,rarely,8,3,228,9.89,3842,5.05
average,vegetarian,other,high,twice a day,electricity,hybrid,petrol,medium,rarely,6,4,512,4.35,1685,7.63
overweight,pescetarian,other,low,rarely,solar,hybrid,hybrid,large,rarely,13,5,464,2.71,2416,1.83
underweight,vegan,male,low,rarely,electricity,hybrid,diesel,large,frequently,6,1,428,11.18,1916,9.69
overweight,pescetarian,female,moderate,frequently,wood,private,petrol,large,rarely,9,4,361,5.63,4451,4.05
average,vegetarian,male,high,twice a day,gas,public,petrol,large,rarely,6,1,253,8.83,2115,2.8
overweight,omnivore,female,moderate,frequently,electricity,bike,hybrid,extra large,frequently,14,7,504,7.46,737,9.63
underweight,pescetarian,female,high,rarely,wood,bike,hybrid,small,rarely,17,4,94,8.4,886,1.05
overweight,vegan,female,high,rarely,wood,hybrid,hybrid,extra large,never,12,1,594,0.22,532,8.09
underweight,vegetarian,other,moderate,rarely,wood,private,petrol,extra large,frequently,3,3,155,7.51,694,4.77
overweight,pescetarian,female,high,daily,gas,private,diesel,extra large,never,11,4,552,6.6,3755,8.3
underweight,omnivore,male,moderate,rarely,wood,walk,diesel,medium,never,19,3,343,9.04,3526,8.73
underweight,pescetarian,female,high,twice a day,solar,private,diesel,small,rarely,17,3,105,11.25,1771,3.84
overweight,vegan,male,low,daily,wood,hybrid,petrol,medium,rarely,6,1,500,9.96,2275,9
average,pescetarian,female,moderate,rarely,wood,hybrid,hybrid,large,rarely,3,4,357,5.31,3655,9.91
athletic,omnivore,female,high,twice a day,electricity,public,diesel,small,frequently,7,4,341,7.15,165,9.54
average,omnivore,other,low,rarely,electricity,hybrid,diesel,medium,frequently,19,2,425,2.86,1827,5.76
overweight,vegan,male,low,twice a day,electricity,public,diesel,medium,frequently,17,7,525,0.03,1600,2.8
average,omnivore,female,low,twice a day,wood,private,petrol,extra large,never,5,1,582,1.74,1579,8.27
underweight,vegetarian,female,low,rarely,wood,walk,hybrid,medium,frequently,8,4,427,0.87,4936,9.47
athletic,omnivore,male,moderate,rarely,solar,bike,electric,medium,frequently,11,5,553,9,1997,9.65
overweight,vegetarian,female,high,daily,gas,hybrid,hybrid,large,rarely,8,2,349,2.25,4437,8.85
overweight,pescetarian,other,low,rarely,wood,private,hybrid,large,never,14,7,266,1.34,2414,2.93
overweight,vegetarian,male,high,twice a day,gas,hybrid,hybrid,medium,frequently,12,4,157,3.42,4778,6.81
athletic,vegetarian,other,high,frequently,wood,public,diesel,medium,rarely,2,7,410,11.2,1930,9.3
underweight,pescetarian,male,high,daily,gas,private,hybrid,medium,rarely,2,1,403,3.3,1016,5.38
overweight,omnivore,male,moderate,twice a day,electricity,bike,diesel,extra large,frequently,18,7,192,7.88,2809,8.35
average,vegetarian,male,moderate,twice a day,wood,public,petrol,extra large,never,12,6,473,10,4547,1.94
overweight,omnivore,female,low,frequently,solar,private,electric,extra large,never,11,7,224,9.95,4745,7.95
overweight,pescetarian,male,high,rarely,gas,bike,petrol,large,frequently,5,5,253,11.32,3050,1.58
overweight,vegan,male,moderate,twice a day,electricity,public,petrol,small,frequently,17,7,549,4.35,958,5.97
overweight,omnivore,male,moderate,frequently,solar,bike,electric,extra large,frequently,8,4,357,5.86,1550,4.85
underweight,omnivore,other,moderate,frequently,electricity,private,hybrid,extra large,never,16,3,225,2.85,743,2.65
average,vegan,male,low,rarely,wood,public,hybrid,medium,never,11,3,150,0.78,501,4.93
underweight,vegan,female,moderate,frequently,solar,walk,diesel,extra large,rarely,16,7,267,11.74,4381,7.48
average,pescetarian,male,high,frequently,gas,hybrid,hybrid,small,rarely,14,5,401,10.4,4612,7.85
overweight,omnivore,male,moderate,frequently,gas,walk,electric,large,never,1,5,223,3.78,3492,9.3
athletic,omnivore,other,moderate,frequently,solar,bike,petrol,extra large,rarely,3,7,195,9.48,2766,7.28
underweight,pescetarian,female,low,frequently,gas,private,hybrid,large,never,8,5,233,9.96,1186,9.97
athletic,omnivore,female,high,frequently,electricity,hybrid,diesel,extra large,rarely,11,5,466,2.94,307,3.58
underweight,vegetarian,female,moderate,twice a day,solar,private,petrol,large,frequently,1,1,194,11.21,1831,2.39
overweight,vegetarian,male,high,daily,gas,bike,petrol,large,never,3,3,125,3.85,254,1.88
underweight,vegetarian,male,high,rarely,electricity,private,diesel,extra large,rarely,11,4,435,6.82,4508,6.26
overweight,omnivore,female,moderate,daily,gas,public,petrol,extra large,frequently,1,4,203,9.57,1265,4.12
underweight,vegetarian,female,low,rarely,electricity,public,diesel,large,rarely,5,3,216,7.08,321,2.83
overweight,vegetarian,other,high,daily,wood,bike,diesel,small,rarely,6,7,496,3.11,1516,2.92
overweight,pescetarian,female,moderate,rarely,electricity,private,electric,small,frequently,17,7,450,11.19,1692,4.12
average,pescetarian,male,high,frequently,gas,bike,electric,small,frequently,4,4,165,0.04,1770,7.18
overweight,vegan,male,high,daily,electricity,hybrid,hybrid,small,never,9,6,149,6.3,3126,6.41
average,vegan,male,high,daily,gas,private,electric,extra large,rarely,17,3,83,0.54,4659,8.13
overweight,vegan,other,moderate,rarely,solar,public,petrol,medium,frequently,10,7,580,7.86,1523,3.86
athletic,vegan,female,high,rarely,solar,walk,hybrid,large,rarely,16,7,465,0.51,2850,7.43
overweight,pescetarian,male,high,twice a day,wood,public,hybrid,small,frequently,10,6,547,0.68,2880,8.83
athletic,pescetarian,other,low,frequently,electricity,private,diesel,small,never,4,7,427,5.92,3274,8.55
athletic,pescetarian,other,moderate,frequently,wood,private,electric,medium,frequently,5,6,131,8.25,3634,6.93
overweight,vegetarian,male,moderate,twice a day,solar,private,diesel,medium,rarely,13,2,538,5.05,1272,8.65
athletic,vegetarian,other,high,rarely,electricity,private,hybrid,extra large,rarely,15,3,371,10.97,1546,1.79
average,vegan,other,low,frequently,electricity,hybrid,diesel,large,never,13,4,217,11.12,1792,5.29
underweight,vegetarian,male,high,rarely,wood,walk,petrol,large,never,0,7,201,5.38,1139,3.53
overweight,omnivore,other,high,frequently,wood,public,petrol,medium,frequently,4,2,51,7.23,3600,5.4
